customer_id,total_spend,avg_transaction,num_transactions,num_stores
C00085,401.98,401.98,1,1
C00086,395.86,395.86,1,1
C00087,1823.0,260.42857142857144,7,5
C00088,558.27,186.09,3,3
C00089,2202.52,220.252,10,7
C00090,1477.7,369.425,4,4
C00091,312.23,312.23,1,1
C00092,837.31,209.3275,4,4
C00093,1617.25,231.03571428571428,7,4
C00094,1452.33,290.466,5,5
C00095,1737.02,248.1457142857143,7,7
C00096,979.06,326.3533333333333,3,3
C00097,639.76,319.88,2,2
C00098,1310.12,262.024,5,4
C00099,44.76,44.76,1,1
C00100,245.06,245.06,1,1
C00102,1064.35,266.0875,4,4
C00103,508.03,169.34333333333333,3,2
C00104,203.75,203.75,1,1
C00105,3570.11,274.62384615384616,13,9
C00106,671.15,223.71666666666667,3,3
C00107,273.2,136.6,2,2
C00108,1710.4299999999998,285.07166666666666,6,5
C00109,597.04,298.52,2,2
C00110,339.47,339.47,1,1
C00111,493.12,246.56,2,2
C00112,424.35,424.35,1,1
C00113,3360.88,305.5345454545455,11,9
C00114,1460.56,292.11199999999997,5,4
C00115,2028.71,225.41222222222223,9,7
C00116,1388.54,198.36285714285714,7,6
C00117,2653.45,265.34499999999997,10,7
C00118,564.62,188.20666666666668,3,3
C00119,2850.38,190.02533333333335,15,10
C00120,813.15,271.05,3,3
C00121,1971.82,281.68857142857144,7,6
C00122,3672.0499999999997,216.00294117647059,17,11
C00123,388.0,388.0,1,1
C00125,469.82,469.82,1,1
C00126,711.65,177.9125,4,4
C00127,1018.06,203.612,5,4
C00128,1434.82,204.9742857142857,7,7
C00130,939.3000000000001,156.55,6,4
C00131,731.0699999999999,365.53499999999997,2,2
C00133,91.95,91.95,1,1
C00134,668.8,167.2,4,4
C00135,3002.01,300.201,10,8
C00137,632.96,316.48,2,2
C00138,1716.7,245.24285714285716,7,6
C00139,220.28,220.28,1,1
C00140,3165.3,211.02,15,10
C00141,3645.07,280.39,13,8
C00142,360.51,180.255,2,2
C00143,381.98,127.32666666666667,3,3
C00144,708.58,177.145,4,3
C00146,472.36,472.36,1,1
C00147,812.36,203.09,4,3
C00148,175.35,87.675,2,2
C00149,195.25,195.25,1,1
C00150,200.1,200.1,1,1
C00151,1511.27,215.8957142857143,7,5
C00153,261.09000000000003,130.54500000000002,2,2
C00154,726.71,242.23666666666668,3,2
C00155,4101.04,256.315,16,11
C00156,359.90000000000003,179.95000000000002,2,2
C00157,1099.58,219.916,5,5
C00158,599.36,199.78666666666666,3,3
C00159,274.78,274.78,1,1
C00160,2224.7,278.0875,8,7
C00161,849.27,283.09,3,3
C00162,1273.26,318.315,4,3
C00163,1879.1,313.18333333333334,6,5
C00164,1005.39,251.3475,4,4
C00166,1104.1,138.0125,8,7
C00167,613.3,306.65,2,2
C00168,498.62,249.31,2,2
C00170,254.07999999999998,127.03999999999999,2,1
C00171,1299.92,259.98400000000004,5,5
C00173,1266.68,316.67,4,4
C00174,1011.8299999999999,337.27666666666664,3,3
C00175,818.03,272.6766666666667,3,2
C00177,1428.77,285.754,5,4
C00178,294.23,294.23,1,1
C00179,4296.95,252.76176470588234,17,10
C00181,967.15,161.19166666666666,6,6
C00183,1331.38,221.89666666666668,6,5
C00184,2573.91,285.99,9,7
C00185,1161.97,387.3233333333333,3,3
C00187,2000.89,285.8414285714286,7,6
C00188,1133.4,283.35,4,3
C00189,1379.17,459.72333333333336,3,3
C00190,604.96,302.48,2,2
C00192,3317.18,255.1676923076923,13,11
C00193,1620.11,231.4442857142857,7,5
C00194,965.51,321.83666666666664,3,3
C00195,277.22,277.22,1,1
C00196,494.44000000000005,247.22000000000003,2,2
C00197,709.93,236.64333333333332,3,3
C00198,1496.8799999999999,213.83999999999997,7,7
C00199,2911.96,242.66333333333333,12,7
C00200,1687.8,210.975,8,7
C00201,1659.64,276.6066666666667,6,5
C00204,835.8199999999999,208.95499999999998,4,4
C00205,1423.35,203.33571428571426,7,6
C00207,444.83,222.415,2,2
C00208,1869.55,267.0785714285714,7,5
C00210,338.88,338.88,1,1
C00211,968.9100000000001,242.22750000000002,4,3
C00212,1019.9,203.98,5,5
C00213,1817.17,363.434,5,4
C00214,86.45,86.45,1,1
C00215,3460.0,314.54545454545456,11,7
C00216,762.09,254.03,3,2
C00217,1071.3600000000001,267.84000000000003,4,4
C00218,1408.64,201.23428571428573,7,6
C00219,1494.76,373.69,4,3
C00220,1476.14,210.87714285714287,7,4
C00221,723.03,241.01,3,3
C00222,727.99,363.995,2,2
C00223,43.74,43.74,1,1
C00225,586.1800000000001,293.09000000000003,2,2
C00226,253.89,253.89,1,1
C00227,4278.27,225.17210526315793,19,9
C00228,169.62,169.62,1,1
C00229,1860.59,206.73222222222222,9,9
C00230,1258.3899999999999,179.76999999999998,7,7
C00231,2063.26,257.9075,8,6
C00232,1068.6100000000001,267.15250000000003,4,4
C00233,1155.73,385.24333333333334,3,3
C00234,320.37,106.79,3,3
C00236,2355.21,294.40125,8,7
C00237,70.39,70.39,1,1
C00239,1141.74,190.29,6,6
C00241,5605.35,311.40833333333336,18,11
C00242,2799.68,174.98,16,8
C00243,2418.96,268.7733333333333,9,7
C00244,1381.48,345.37,4,3
C00246,3381.15,281.7625,12,9
C00247,14.68,14.68,1,1
C00248,3701.7,246.78,15,11
C00249,3863.79,321.9825,12,7
C00250,1407.23,234.53833333333333,6,4
C00251,798.2099999999999,266.07,3,2
C00252,707.29,235.76333333333332,3,3
C00253,1887.4299999999998,188.743,10,7
C00255,410.76,410.76,1,1
C00256,591.1999999999999,197.06666666666663,3,3
C00257,3208.8,267.40000000000003,12,10
C00258,1378.62,275.724,5,4
C00259,494.75,247.375,2,2
C00261,662.2,165.55,4,3
C00262,5791.01,275.76238095238097,21,13
C00263,35.58,35.58,1,1
C00264,1174.35,234.86999999999998,5,5
C00265,2810.09,234.17416666666668,12,8
C00266,2185.22,273.1525,8,6
C00267,2617.7200000000003,290.8577777777778,9,7
C00268,1810.9499999999998,452.73749999999995,4,3
C00269,731.67,365.835,2,2
C00270,984.37,246.0925,4,4
C00271,2343.73,292.96625,8,6
C00272,1751.4099999999999,194.6011111111111,9,7
C00273,1197.7,199.61666666666667,6,5
C00274,4387.64,258.0964705882353,17,11
C00275,167.01999999999998,83.50999999999999,2,2
C00276,602.77,301.385,2,2
C00277,2865.7799999999997,260.5254545454545,11,9
C00278,1318.87,219.81166666666664,6,5
C00279,1690.18,281.69666666666666,6,5
C00280,2356.92,261.88,9,8
C00281,3226.75,293.34090909090907,11,8
C00282,403.4,201.7,2,1
C00283,616.47,205.49,3,3
C00285,436.24,145.41333333333333,3,3
C00287,457.61,228.805,2,2
C00288,1001.1700000000001,333.72333333333336,3,2
C00289,372.6,372.6,1,1
C00290,1853.73,308.955,6,5
C00292,182.67,182.67,1,1
C00293,1212.96,202.16,6,5
C00294,250.38,125.19,2,2
C00295,485.27,242.635,2,2
C00296,1063.73,354.57666666666665,3,3
C00297,2983.13,298.313,10,7
C00298,208.5,208.5,1,1
C00299,1667.33,333.466,5,5
C00302,139.67,139.67,1,1
C00303,613.22,204.40666666666667,3,3
C00304,154.1,154.1,1,1
C00305,1703.15,212.89375,8,7
C00306,3157.7799999999997,185.75176470588235,17,11
C00307,933.56,311.18666666666667,3,3
C00309,1910.5,272.92857142857144,7,6
C00310,326.53,163.265,2,2
C00311,341.75,113.91666666666667,3,2
C00314,4180.24,261.265,16,10
C00315,2740.6,249.14545454545453,11,7
C00316,681.8100000000001,170.45250000000001,4,4
C00318,389.54,389.54,1,1
C00319,114.04,114.04,1,1
C00320,27.9,27.9,1,1
C00321,476.55,476.55,1,1
C00322,2529.23,252.923,10,8
C00323,923.61,184.722,5,4
C00324,690.53,172.6325,4,4
C00325,4107.56,293.3971428571429,14,11
C00326,1353.22,193.31714285714287,7,6
C00327,2264.16,323.45142857142855,7,5
C00328,784.66,196.165,4,4
C00329,499.83000000000004,249.91500000000002,2,2
C00330,577.24,288.62,2,2
C00331,588.65,196.21666666666667,3,3
C00332,2978.14,330.90444444444444,9,8
C00333,428.89,428.89,1,1
C00334,696.4300000000001,232.14333333333335,3,3
C00337,438.84000000000003,146.28,3,2
C00338,2221.42,317.3457142857143,7,4
C00339,531.8,177.26666666666665,3,2
C00341,233.08,233.08,1,1
C00342,309.04,309.04,1,1
C00344,838.04,209.51,4,3
C00345,519.55,259.775,2,2
C00346,1092.51,273.1275,4,3
C00347,613.23,204.41,3,3
C00349,862.98,287.66,3,2
C00350,1731.33,216.41625,8,8
C00351,619.53,309.765,2,2
C00352,1251.85,208.64166666666665,6,5
C00353,1167.21,233.442,5,5
C00356,520.03,173.34333333333333,3,3
C00358,1901.8400000000001,380.36800000000005,5,4
C00359,2882.26,288.226,10,8
C00361,727.33,181.8325,4,4
C00362,874.55,218.6375,4,3
C00363,1046.63,261.6575,4,2
C00364,646.48,129.296,5,4
C00365,3058.02,382.2525,8,6
C00366,543.14,271.57,2,2
C00367,4349.36,228.9136842105263,19,11
C00368,1657.66,207.2075,8,6
C00369,238.55,238.55,1,1
C00371,440.24,440.24,1,1
C00373,511.08,255.54,2,2
C00374,2179.11,311.3014285714286,7,7
C00376,427.07,213.535,2,2
C00377,1628.3999999999999,148.03636363636363,11,8
C00379,1703.53,141.96083333333334,12,8
C00380,91.67,91.67,1,1
C00382,1455.77,242.62833333333333,6,4
C00383,1344.5,268.9,5,4
C00384,3457.85,230.52333333333334,15,10
C00385,2425.75,303.21875,8,6
C00386,3838.64,319.88666666666666,12,9
C00387,73.56,73.56,1,1
C00388,58.72,58.72,1,1
C00389,551.66,110.332,5,5
C00390,2327.07,193.9225,12,8
C00391,6201.01,269.6091304347826,23,13
C00392,1042.99,260.7475,4,4
C00394,1178.8899999999999,235.77799999999996,5,5
C00395,229.91,229.91,1,1
C00396,2721.08,194.36285714285714,14,9
C00397,2383.64,340.52,7,7
C00398,244.95999999999998,122.47999999999999,2,2
C00399,1882.94,235.3675,8,8
C00400,1769.35,252.7642857142857,7,5
C00402,3698.09,231.130625,16,11
C00403,1194.23,298.5575,4,4
C00404,1916.98,319.49666666666667,6,6
C00405,391.86,391.86,1,1
C00406,2191.26,273.9075,8,6
C00407,1008.62,252.155,4,4
C00409,2579.49,286.60999999999996,9,7
C00410,28.64,28.64,1,1
C00411,269.32,269.32,1,1
C00412,2689.7400000000002,298.86,9,8
C00413,3862.32,275.88,14,10
C00414,621.24,207.08,3,3
C00415,841.48,140.24666666666667,6,6
C00418,158.53,158.53,1,1
C00419,2050.0,256.25,8,6
C00420,781.92,260.64,3,3
C00421,358.25,119.41666666666667,3,3
C00422,2037.69,226.41,9,6
C00423,427.37,427.37,1,1
C00424,355.17,355.17,1,1
C00426,1606.64,401.66,4,3
C00427,439.39,219.695,2,2
C00428,3464.62,314.9654545454545,11,10
C00430,479.04,479.04,1,1
C00432,2139.5299999999997,305.6471428571428,7,6
C00433,561.22,187.07333333333335,3,3
C00434,104.71,104.71,1,1
C00435,417.94,417.94,1,1
C00436,965.11,321.7033333333333,3,2
C00437,403.4,403.4,1,1
C00438,2032.98,254.1225,8,8
C00439,2711.26,301.25111111111113,9,5
C00442,4462.09,262.4758823529412,17,12
C00443,102.23,102.23,1,1
C00444,239.85,239.85,1,1
C00445,1117.64,186.27333333333334,6,5
C00446,3940.17,218.89833333333334,18,11
C00447,4205.74,182.8582608695652,23,14
C00448,758.93,189.7325,4,3
C00449,776.29,258.7633333333333,3,2
C00451,1531.54,255.25666666666666,6,5
C00452,1767.2,294.53333333333336,6,5
C00453,1491.44,248.57333333333335,6,5
C00454,4049.06,311.4661538461538,13,11
C00456,700.22,350.11,2,2
C00458,777.8,388.9,2,2
C00460,486.39,486.39,1,1
C00461,382.16,382.16,1,1
C00462,2453.52,306.69,8,7
C00463,762.9599999999999,152.59199999999998,5,5
C00464,1572.29,224.61285714285714,7,6
C00465,4996.97,237.9509523809524,21,12
C00466,702.63,351.315,2,2
C00467,234.48,234.48,1,1
C00468,1033.82,206.76399999999998,5,4
C00469,785.86,392.93,2,2
C00470,2616.17,201.24384615384616,13,8
C00471,386.89,386.89,1,1
C00472,4495.13,249.72944444444445,18,11
C00474,3977.93,331.4941666666667,12,8
C00475,686.88,171.72,4,4
C00476,5574.76,253.39818181818183,22,13
C00478,282.31,94.10333333333334,3,3
C00479,6650.3,332.515,20,10
C00480,130.65,130.65,1,1
C00481,817.04,408.52,2,2
C00482,1877.82,234.7275,8,7
C00483,780.0799999999999,195.01999999999998,4,3
C00484,1168.79,292.1975,4,4
C00485,393.45,393.45,1,1
C00486,2394.25,266.02777777777777,9,7
C00488,68.13,34.065,2,2
C00489,4779.86,318.6573333333333,15,9
C00490,2711.86,271.18600000000004,10,6
C00491,1045.26,348.42,3,3
C00492,766.1700000000001,255.39000000000001,3,3
C00493,454.11,454.11,1,1
C00495,895.03,179.006,5,4
C00496,155.43,155.43,1,1
C00497,1444.97,361.2425,4,4
C00498,350.34,350.34,1,1
C00499,5062.85,220.12391304347827,23,12
C00500,4905.46,233.59333333333333,21,11
C00501,1605.79,267.63166666666666,6,5
C00502,913.35,304.45,3,2
C00503,419.52,209.76,2,2
C00504,141.26,70.63,2,2
C00505,1438.65,287.73,5,3
C00506,474.62,158.20666666666668,3,3
C00507,1993.2,284.74285714285713,7,6
C00508,1321.39,264.278,5,4
C00509,4319.1,239.95000000000002,18,12
C00510,1462.16,243.69333333333336,6,5
C00511,828.99,165.798,5,5
C00512,733.9699999999999,146.79399999999998,5,5
C00513,3493.98,291.165,12,7
C00514,1541.46,220.20857142857145,7,3
C00515,55.53,55.53,1,1
C00517,1271.18,317.795,4,3
C00518,2366.86,262.9844444444445,9,7
C00519,7960.26,306.1638461538462,26,13
C00521,2478.09,309.76125,8,6
C00522,457.1,457.1,1,1
C00523,3054.16,218.1542857142857,14,10
C00524,2393.22,239.32199999999997,10,8
C00525,2418.55,302.31875,8,5
C00526,284.92,142.46,2,2
C00527,471.39,235.695,2,2
C00528,716.75,358.375,2,2
C00529,166.1,166.1,1,1
C00530,1240.21,206.70166666666668,6,5
C00531,2631.46,263.146,10,8
C00532,10346.28,258.65700000000004,40,14
C00533,7378.67,295.1468,25,13
C00534,1868.45,311.40833333333336,6,4
C00535,1615.47,269.245,6,6
C00536,4254.8,265.925,16,10
C00537,2226.2,278.275,8,6
C00538,135.63,135.63,1,1
C00539,963.55,240.8875,4,4
C00541,3224.11,322.411,10,8
C00542,799.8399999999999,199.95999999999998,4,4
C00543,455.26,455.26,1,1
C00544,46.35,46.35,1,1
C00545,600.1700000000001,300.08500000000004,2,2
C00546,684.02,342.01,2,2
C00547,207.41,207.41,1,1
C00548,870.14,290.0466666666667,3,3
C00549,698.01,232.67,3,3
C00550,1935.51,322.585,6,6
C00551,911.16,303.71999999999997,3,2
C00552,2082.7799999999997,260.34749999999997,8,5
C00553,1359.42,271.884,5,4
C00554,291.52,291.52,1,1
C00555,2078.9,346.48333333333335,6,6
C00556,1183.72,394.5733333333333,3,3
C00557,64.68,64.68,1,1
C00559,1232.48,246.496,5,4
C00560,1954.23,325.705,6,5
C00561,1125.46,281.365,4,4
C00562,42.69,42.69,1,1
C00563,311.82,311.82,1,1
C00565,497.02,497.02,1,1
C00566,311.09000000000003,103.69666666666667,3,3
C00567,206.94,206.94,1,1
C00568,140.27,70.135,2,2
C00569,4211.46,263.21625,16,9
C00570,137.4,137.4,1,1
C00572,2658.59,443.09833333333336,6,5
C00573,372.92,372.92,1,1
C00574,752.0899999999999,376.04499999999996,2,2
C00575,4640.25,331.44642857142856,14,9
C00576,2938.52,367.315,8,5
C00578,4094.49,240.85235294117646,17,12
C00579,354.11,354.11,1,1
C00581,624.1300000000001,312.06500000000005,2,1
C00582,6145.82,279.3554545454545,22,14
C00583,626.26,208.75333333333333,3,3
C00584,337.17,337.17,1,1
C00585,1315.45,263.09000000000003,5,4
C00586,725.3900000000001,241.7966666666667,3,3
C00590,129.27,129.27,1,1
C00591,36.83,36.83,1,1
C00592,491.13,245.565,2,2
C00593,157.72,157.72,1,1
C00594,122.57,122.57,1,1
C00595,1765.08,252.1542857142857,7,6
C00596,1241.09,248.218,5,5
C00597,1714.1,244.87142857142857,7,6
C00601,467.27,233.635,2,2
C00602,391.06,391.06,1,1
C00603,450.54999999999995,225.27499999999998,2,2
C00605,108.59,108.59,1,1
C00606,113.43,56.715,2,2
C00607,201.02,201.02,1,1
C00608,276.71999999999997,138.35999999999999,2,2
C00609,432.21,432.21,1,1
C00610,339.03000000000003,113.01,3,3
C00612,1997.28,285.3257142857143,7,6
C00613,1020.61,255.1525,4,3
C00615,3424.7599999999998,285.39666666666665,12,9
C00616,2336.73,194.7275,12,12
C00618,380.21000000000004,190.10500000000002,2,2
C00619,2805.92,233.82666666666668,12,10
C00620,1446.47,241.07833333333335,6,6
C00621,440.15,220.075,2,1
C00622,456.01,456.01,1,1
C00623,503.09999999999997,167.7,3,2
C00624,902.81,300.93666666666667,3,3
C00625,1198.47,299.6175,4,4
C00626,853.86,426.93,2,2
C00627,1110.54,277.635,4,4
C00628,1074.33,358.10999999999996,3,3
C00630,362.78999999999996,181.39499999999998,2,2
C00631,1651.93,275.32166666666666,6,6
C00632,3502.49,250.17785714285714,14,7
C00633,2139.5,305.64285714285717,7,5
C00634,296.26,148.13,2,2
C00635,56.46,56.46,1,1
C00636,443.40000000000003,221.70000000000002,2,2
C00637,265.81,132.905,2,2
C00639,824.19,274.73,3,2
C00640,472.88,472.88,1,1
C00642,1793.07,256.15285714285716,7,4
C00643,487.48,487.48,1,1
C00644,756.78,252.26,3,3
C00646,1488.44,165.38222222222223,9,7
C00647,1577.3300000000002,315.466,5,4
C00648,734.7,183.675,4,4
C00649,1957.47,279.6385714285714,7,6
C00650,884.12,221.03,4,3
C00651,107.61,107.61,1,1
C00652,461.85,230.925,2,2
C00653,623.54,311.77,2,1
C00654,1469.04,183.63,8,5
C00655,1075.97,215.19400000000002,5,4
C00659,653.93,326.965,2,2
C00660,652.31,217.43666666666664,3,3
C00661,851.72,283.9066666666667,3,3
C00662,6342.72,288.30545454545455,22,12
C00663,1827.35,304.55833333333334,6,6
C00665,455.78,455.78,1,1
C00666,48.87,48.87,1,1
C00667,581.63,193.87666666666667,3,3
C00668,300.79,300.79,1,1
C00669,155.19,155.19,1,1
C00671,227.08,227.08,1,1
C00672,2094.72,299.24571428571426,7,4
C00674,1693.51,338.702,5,4
C00675,762.03,254.01,3,3
C00676,3429.67,244.97642857142858,14,9
C00678,835.9100000000001,278.6366666666667,3,3
C00679,4652.12,310.1413333333333,15,10
C00680,1952.92,278.98857142857145,7,6
C00681,1255.19,313.7975,4,4
C00682,512.81,256.405,2,2
C00684,1227.58,306.895,4,3
C00685,2166.73,216.673,10,8
C00686,679.02,169.755,4,4
C00687,2327.44,290.93,8,7
C00688,489.12,489.12,1,1
C00689,589.5899999999999,294.79499999999996,2,1
C00691,806.1800000000001,403.09000000000003,2,2
C00692,542.3100000000001,180.77,3,3
C00693,590.4,196.79999999999998,3,3
C00694,281.25,140.625,2,2
C00696,269.32,269.32,1,1
C00697,1035.08,345.02666666666664,3,3
C00698,444.65999999999997,222.32999999999998,2,2
C00699,161.89,161.89,1,1
C00700,1922.38,320.3966666666667,6,5
C00701,582.97,291.485,2,2
C00702,264.5,264.5,1,1
C00703,639.81,213.26999999999998,3,3
C00704,142.99,142.99,1,1
C00706,5663.2,226.528,25,13
C00708,640.9200000000001,160.23000000000002,4,4
C00709,239.8,239.8,1,1
C00710,1749.19,249.8842857142857,7,6
C00711,451.78,225.89,2,2
C00712,1040.33,346.77666666666664,3,3
C00713,438.37,219.185,2,2
C00714,288.76,288.76,1,1
C00715,637.87,318.935,2,2
C00716,4394.87,313.9192857142857,14,11
C00717,1549.19,258.1983333333333,6,6
C00718,2696.19,207.39923076923077,13,9
C00719,324.59,324.59,1,1
C00720,1213.97,303.4925,4,4
C00721,5087.91,254.3955,20,12
C00722,116.56,116.56,1,1
C00724,2031.95,290.2785714285714,7,6
C00725,874.72,291.5733333333333,3,3
C00726,2215.0,316.42857142857144,7,5
C00727,247.18,247.18,1,1
C00728,848.49,282.83,3,3
C00729,135.14,135.14,1,1
C00730,461.99,461.99,1,1
C00731,332.72,166.36,2,2
C00732,2173.63,197.6027272727273,11,7
C00733,1799.65,359.93,5,3
C00734,779.05,194.7625,4,3
C00735,1054.8400000000001,263.71000000000004,4,4
C00736,2631.7799999999997,263.178,10,8
C00737,909.72,227.43,4,4
C00738,1792.47,224.05875,8,5
C00739,453.44,453.44,1,1
C00740,1728.87,288.145,6,6
C00741,757.1700000000001,378.58500000000004,2,2
C00743,1591.65,265.27500000000003,6,5
C00744,792.72,198.18,4,3
C00745,816.1800000000001,408.09000000000003,2,2
C00746,2846.95,218.99615384615385,13,10
C00747,1036.6399999999999,207.32799999999997,5,4
C00748,901.78,300.5933333333333,3,3
C00749,1574.95,196.86875,8,7
C00750,1405.74,200.82,7,7
C00752,2366.6499999999996,236.66499999999996,10,9
C00753,615.16,205.0533333333333,3,3
C00754,681.73,340.865,2,2
C00756,1513.63,252.27166666666668,6,5
C00757,627.6800000000001,313.84000000000003,2,2
C00758,306.86,102.28666666666668,3,2
C00759,1923.89,274.8414285714286,7,4
C00760,2350.52,335.7885714285714,7,6
C00762,102.61,102.61,1,1
C00764,1181.91,196.985,6,4
C00766,1071.72,214.344,5,5
C00767,2397.46,342.4942857142857,7,6
C00768,1255.01,209.16833333333332,6,5
C00769,794.3,264.76666666666665,3,3
C00770,2291.39,254.59888888888887,9,8
C00772,1148.8600000000001,287.21500000000003,4,3
C00773,67.67,67.67,1,1
C00774,553.49,276.745,2,2
C00775,1893.2,236.65,8,6
C00777,1111.69,370.56333333333333,3,3
C00778,1231.99,246.398,5,4
C00779,921.66,230.415,4,4
C00780,666.93,222.30999999999997,3,3
C00781,3297.54,299.7763636363636,11,9
C00782,545.72,181.90666666666667,3,3
C00783,454.06,454.06,1,1
C00785,393.3,196.65,2,2
C00786,2959.0299999999997,246.5858333333333,12,9
C00787,936.65,312.21666666666664,3,3
C00789,423.09,423.09,1,1
C00790,4331.48,270.7175,16,10
C00792,2118.06,264.7575,8,6
C00793,651.8,325.9,2,2
C00794,772.18,257.3933333333333,3,3
C00796,2576.36,234.21454545454546,11,9
C00797,3596.23,239.74866666666668,15,9
C00798,1082.87,360.95666666666665,3,3
C00799,1535.86,191.9825,8,8
C00800,4054.61,311.89307692307693,13,10
C00801,693.8,231.26666666666665,3,3
C00803,981.0899999999999,327.03,3,3
C00804,1080.99,216.198,5,5
C00805,961.41,240.3525,4,4
C00806,577.6899999999999,192.5633333333333,3,3
C00807,3008.3,231.40769230769232,13,10
C00808,2234.15,223.41500000000002,10,8
C00809,302.61,302.61,1,1
C00811,5369.48,298.3044444444444,18,10
C00812,2545.96,254.596,10,8
C00814,2217.07,221.70700000000002,10,8
C00815,1914.47,273.4957142857143,7,5
C00816,1127.78,187.96333333333334,6,6
C00817,1069.04,267.26,4,3
C00818,182.29,182.29,1,1
C00821,524.61,174.87,3,3
C00823,164.89,82.445,2,2
C00824,1635.79,327.158,5,5
C00825,75.74,75.74,1,1
C00826,4723.75,236.1875,20,10
C00827,258.44,258.44,1,1
C00828,451.46,225.73,2,2
C00829,1991.87,331.9783333333333,6,4
C00830,1252.31,313.0775,4,4
C00831,496.68000000000006,248.34000000000003,2,2
C00832,446.45,223.225,2,2
C00834,238.26,119.13,2,2
C00835,1206.38,301.595,4,3
C00836,470.3,470.3,1,1
C00837,1937.72,215.3022222222222,9,6
C00838,676.66,338.33,2,2
C00839,2277.15,284.64375,8,6
C00840,1438.3700000000001,239.72833333333335,6,4
C00841,325.33,325.33,1,1
C00842,1481.42,296.284,5,4
C00843,271.3,271.3,1,1
C00844,4676.58,222.6942857142857,21,13
C00846,1069.3,267.325,4,4
C00848,7698.39,256.613,30,15
C00849,1352.0,270.4,5,5
C00850,776.96,155.392,5,4
C00851,206.54,206.54,1,1
C00852,725.4,241.79999999999998,3,2
C00854,2198.47,244.2744444444444,9,8
C00855,1043.8799999999999,260.96999999999997,4,3
C00858,1027.56,205.512,5,4
C00859,882.22,176.44400000000002,5,4
C00861,1288.2,214.70000000000002,6,6
C00862,578.96,192.98666666666668,3,3
C00863,458.77,458.77,1,1
C00864,473.85,473.85,1,1
C00865,122.22,122.22,1,1
C00866,874.77,291.59,3,3
C00867,237.14,237.14,1,1
C00869,1636.5900000000001,233.79857142857145,7,6
C00870,2461.92,246.192,10,5
C00871,265.16,265.16,1,1
C00872,1513.46,378.365,4,4
C00873,2002.9499999999998,286.13571428571424,7,6
C00874,464.71000000000004,232.35500000000002,2,2
C00877,1595.91,265.985,6,5
C00878,1027.05,171.17499999999998,6,6
C00880,1293.47,323.3675,4,4
C00881,503.21,251.605,2,2
C00882,580.51,290.255,2,2
C00885,2535.15,281.68333333333334,9,6
C00887,375.32,375.32,1,1
C00889,180.48,180.48,1,1
C00890,350.18,175.09,2,2
C00891,2220.19,222.019,10,8
C00892,1742.73,290.455,6,4
C00893,1654.6100000000001,330.922,5,5
C00894,270.03,270.03,1,1
C00895,842.0500000000001,168.41000000000003,5,4
C00896,325.46,325.46,1,1
C00897,407.32,203.66,2,2
C00898,1728.72,216.09,8,6
C00904,1155.06,288.765,4,4
C00905,989.9000000000001,329.9666666666667,3,3
C00906,2652.65,241.15,11,7
