line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount,rejection_reason
18559,,P0146,PR026,5.0,29.7,Missing transaction_id
18663,,P0121,PR011,5.0,96.8,Missing transaction_id
18704,,P0113,,5.0,255.35,Missing transaction_id
18917,,P0074,PR030,1.0,33.71,Missing transaction_id
18918,,P0157,PR024,,151.86,Missing transaction_id
19186,,P0023,PR003,4.0,75.96,Missing transaction_id
19221,,P0129,PR018,1.0,30.05,Missing transaction_id
19333,,P0039,PR007,2.0,,Missing transaction_id
19552,,P0085,PR005,5.0,153.3,Missing transaction_id
19556,,P0062,PR028,5.0,317.56,Missing transaction_id
19568,,P0002,PR001,5.0,599.65,Missing transaction_id
19760,,P0186,PR020,4.0,888.16,Missing transaction_id
19912,,P0185,,4.0,451.8,Missing transaction_id
20064,,P0189,PR024,3.0,350.04,Missing transaction_id
20066,,P0143,PR015,4.0,12.88,Missing transaction_id
20167,,P0112,PR014,4.0,137.28,Missing transaction_id
20181,,P0157,PR005,2.0,101.24,Missing transaction_id
20328,,P0150,PR027,5.0,100.15,Missing transaction_id
20543,,P0074,PR003,4.0,134.84,Missing transaction_id
20600,,P0145,PR028,1.0,18.68,Missing transaction_id
20615,,P0040,PR004,3.0,221.85,Missing transaction_id
20673,,P0191,,2.0,455.76,Missing transaction_id
20733,,P0096,,1.0,15.6,Missing transaction_id
20938,,P0142,PR005,5.0,103.5,Missing transaction_id
21086,,P0019,PR009,5.0,644.35,Missing transaction_id
21119,,P0118,PR006,2.0,44.18,Missing transaction_id
21383,,P0012,,5.0,938.25,Missing transaction_id
21384,,P0172,,2.0,72.92,Missing transaction_id
21399,,P0143,PR028,4.0,12.88,Missing transaction_id
21780,,P0125,PR012,2.0,53.56,Missing transaction_id
21810,,P0060,PR008,2.0,23.88,Missing transaction_id
21852,,P0022,PR006,4.0,129.12,Missing transaction_id
21884,,P0107,PR018,5.0,324.35,Missing transaction_id
21907,,P0027,,5.0,700.2,Missing transaction_id
22030,,P0017,PR026,1.0,36.34,Missing transaction_id
22053,,P0050,PR008,5.0,42.7,Missing transaction_id
22078,,P0124,PR023,2.0,44.78,Missing transaction_id
22343,,P0021,PR029,,81.28,Missing transaction_id
22450,,P0099,,3.0,101.7,Missing transaction_id
22578,,P0134,PR014,4.0,93.04,Missing transaction_id
22579,,P0159,PR020,4.0,256.08,Missing transaction_id
22624,,P0081,PR018,2.0,88.86,Missing transaction_id
22636,,P0196,,4.0,1168.24,Missing transaction_id
22921,,P0167,PR009,1.0,33.28,Missing transaction_id
22936,,P0128,PR012,3.0,102.96,Missing transaction_id
23023,,P0142,PR029,1.0,20.7,Missing transaction_id
23075,,P0028,,5.0,503.3,Missing transaction_id
23144,,P0004,PR011,5.0,957.3,Missing transaction_id
23186,,P0123,PR011,4.0,135.72,Missing transaction_id
23377,,P0095,PR009,5.0,,Missing transaction_id
23411,,P0159,PR008,4.0,256.08,Missing transaction_id
23420,,P0148,,3.0,41.46,Missing transaction_id
23486,,P0084,PR016,4.0,73.88,Missing transaction_id
23575,,P0179,,4.0,591.56,Missing transaction_id
23759,,P0154,,1.0,,Missing transaction_id
23817,,P0083,PR019,2.0,28.84,Missing transaction_id
23893,,P0076,PR002,1.0,76.87,Missing transaction_id
23985,,P0095,,5.0,,Missing transaction_id
24039,,P0099,PR008,2.0,67.8,Missing transaction_id
24043,,P0045,PR006,4.0,196.8,Missing transaction_id
24143,,P0155,PR007,3.0,290.61,Missing transaction_id
24175,,P0127,PR025,1.0,21.3,Missing transaction_id
24195,,P0061,,4.0,297.28,Missing transaction_id
24229,,P0152,PR020,3.0,83.04,Missing transaction_id
24434,,P0167,,2.0,,Missing transaction_id
24597,,P0031,PR009,4.0,294.08,Missing transaction_id
25038,,P0071,PR029,2.0,75.74,Missing transaction_id
25039,,P0141,,5.0,91.55,Missing transaction_id
25058,,P0116,PR004,,,Missing transaction_id
25076,,P0151,PR004,2.0,47.4,Missing transaction_id
25542,,P0022,PR009,-1.0,-32.28,Missing transaction_id
25546,,P0060,PR016,1.0,11.94,Missing transaction_id
25736,,P0191,PR024,3.0,683.64,Missing transaction_id
25884,,P0159,,1.0,64.02,Missing transaction_id
26147,,P0190,PR011,3.0,70.74,Missing transaction_id
26163,,P0177,PR015,5.0,1073.25,Missing transaction_id
26301,,P0009,,3.0,137.31,Missing transaction_id
26468,,P0001,PR009,2.0,376.56,Missing transaction_id
26587,,P0181,PR001,1.0,185.41,Missing transaction_id
26685,,P0117,PR030,5.0,88.2,Missing transaction_id
26739,,P0078,,1.0,22.15,Missing transaction_id
26981,,P0165,PR019,3.0,193.35,Missing transaction_id
27044,,,PR012,4.0,466.72,Missing transaction_id
27220,,P0043,PR011,3.0,123.3,Missing transaction_id
27442,,P0147,,2.0,19.4,Missing transaction_id
27460,,P0139,PR015,4.0,82.2,Missing transaction_id
27655,,P0181,PR014,5.0,927.05,Missing transaction_id
27694,,P0185,PR002,4.0,451.8,Missing transaction_id
27710,,P0072,,2.0,18.74,Missing transaction_id
27751,,P0174,PR018,4.0,614.68,Missing transaction_id
27851,,P0191,,5.0,1139.4,Missing transaction_id
27932,,P0171,,3.0,75.9,Missing transaction_id
27978,,P0158,PR029,5.0,450.4,Missing transaction_id
28010,,P0154,PR018,5.0,406.35,Missing transaction_id
28043,,P0007,PR020,4.0,112.44,Missing transaction_id
28317,,P0051,PR019,2.0,80.4,Missing transaction_id
28344,,P0069,PR015,2.0,79.96,Missing transaction_id
28354,,P0106,PR008,4.0,168.56,Missing transaction_id
28375,,P0121,,4.0,77.44,Missing transaction_id
28386,,P0025,PR021,1.0,131.36,Missing transaction_id
28424,,P0078,PR006,5.0,124.95,Missing transaction_id
28471,,P0159,PR024,1.0,64.02,Missing transaction_id
28746,,P0083,PR001,1.0,14.42,Missing transaction_id
28760,,P0122,PR002,2.0,60.18,Missing transaction_id
28861,,P0136,PR020,5.0,,Missing transaction_id
28955,,P0022,PR014,5.0,161.4,Missing transaction_id
29229,,P0092,PR017,3.0,128.88,Missing transaction_id
29284,,P0168,PR013,5.0,410.4,Missing transaction_id
29321,,P0131,PR003,2.0,72.32,Missing transaction_id
29447,,P0007,PR030,4.0,112.44,Missing transaction_id
29695,,P0026,,2.0,231.18,Missing transaction_id
29728,,P0153,PR024,3.0,74.31,Missing transaction_id
29792,,P0159,PR018,4.0,256.08,Missing transaction_id
29807,,P0147,PR019,5.0,48.5,Missing transaction_id
29816,,P0063,PR015,3.0,229.47,Missing transaction_id
29861,,P0051,PR015,3.0,120.6,Missing transaction_id
29886,,P0176,PR030,3.0,483.9,Missing transaction_id
29913,,P0088,,3.0,21.42,Missing transaction_id
30103,,P0169,PR030,1.0,43.68,Missing transaction_id
30656,,P0193,PR017,4.0,86.32,Missing transaction_id
30664,,P0172,,3.0,109.38,Missing transaction_id
30794,,P0134,PR006,5.0,116.3,Missing transaction_id
30846,,P0138,PR012,4.0,18.52,Missing transaction_id
30930,,P0181,,1.0,185.41,Missing transaction_id
30947,,P0188,PR012,1.0,213.9,Missing transaction_id
31037,,P0157,PR006,4.0,202.48,Missing transaction_id
31103,,P0116,PR021,4.0,87.16,Missing transaction_id
31165,,P0088,PR017,5.0,35.7,Missing transaction_id
31223,,P0167,,1.0,33.28,Missing transaction_id
31332,,P0168,PR014,4.0,328.32,Missing transaction_id
31348,,P0122,PR004,2.0,60.18,Missing transaction_id
31373,,P0143,PR012,1.0,3.22,Missing transaction_id
31450,,,,1.0,,Missing transaction_id
31558,,P0136,PR001,3.0,29.07,Missing transaction_id
31614,,P0128,PR025,-3.0,-102.96,Missing transaction_id
31730,,P0189,PR006,3.0,350.04,Missing transaction_id
31884,,P0105,,3.0,103.5,Missing transaction_id
32091,,P0005,PR015,5.0,887.8,Missing transaction_id
32124,,P0164,PR024,4.0,360.24,Missing transaction_id
32288,,P0187,PR017,-5.0,-1449.4,Missing transaction_id
32296,,P0150,PR026,4.0,80.12,Missing transaction_id
32563,,P0083,PR019,1.0,14.42,Missing transaction_id
32590,,P0048,PR007,2.0,166.7,Missing transaction_id
32611,,P0025,PR020,2.0,262.72,Missing transaction_id
32757,,P0101,PR017,5.0,242.45,Missing transaction_id
32766,,P0131,,5.0,180.8,Missing transaction_id
32776,,P0042,PR007,4.0,210.88,Missing transaction_id
32919,,P0097,PR028,3.0,93.78,Missing transaction_id
32929,,P0170,PR016,5.0,356.35,Missing transaction_id
33015,,P0160,PR022,0.0,0.0,Missing transaction_id
33022,,P0189,PR008,3.0,350.04,Missing transaction_id
33058,,P0189,PR002,3.0,350.04,Missing transaction_id
33125,,P0035,,5.0,235.2,Missing transaction_id
33129,,P0049,PR019,3.0,120.06,Missing transaction_id
33256,,P0097,PR018,3.0,93.78,Missing transaction_id
33303,,P0113,PR008,4.0,204.28,Missing transaction_id
33437,,P0051,PR012,5.0,201.0,Missing transaction_id
33507,,P0064,PR010,2.0,60.7,Missing transaction_id
33512,,P0177,PR010,1.0,214.65,Missing transaction_id
33588,,P0171,PR012,2.0,50.6,Missing transaction_id
33710,,P0154,PR018,3.0,243.81,Missing transaction_id
33755,,P0173,PR008,5.0,542.95,Missing transaction_id
33789,,P0174,,2.0,307.34,Missing transaction_id
33807,,P0192,PR015,1.0,217.3,Missing transaction_id
33892,,P0166,PR007,4.0,341.32,Missing transaction_id
33986,,P0020,PR019,3.0,96.84,Missing transaction_id
34019,,P0131,PR017,1.0,36.16,Missing transaction_id
34326,,P0135,PR023,5.0,142.65,Missing transaction_id
34343,,P0034,PR025,5.0,476.75,Missing transaction_id
34465,,P0164,PR020,1.0,90.06,Missing transaction_id
34622,,P0063,,3.0,229.47,Missing transaction_id
34808,,P0117,PR027,1.0,17.64,Missing transaction_id
34814,,P0003,,4.0,141.16,Missing transaction_id
34947,,P0047,,3.0,53.97,Missing transaction_id
35094,,P0026,,1.0,115.59,Missing transaction_id
35161,,P0172,PR013,4.0,145.84,Missing transaction_id
35471,,P0008,PR027,4.0,104.84,Missing transaction_id
35530,,P0181,,5.0,927.05,Missing transaction_id
35669,,P0016,PR006,5.0,881.75,Missing transaction_id
35785,,P0129,PR019,4.0,120.2,Missing transaction_id
35980,,P0050,PR004,1.0,8.54,Missing transaction_id
36289,,,PR014,2.0,,Missing transaction_id
36294,,,PR020,,381.4,Missing transaction_id
36466,,P0064,PR015,3.0,91.05,Missing transaction_id
36582,,P0131,PR023,3.0,108.48,Missing transaction_id
36613,,P0042,PR014,3.0,158.16,Missing transaction_id
37021,,P0145,PR027,3.0,56.04,Missing transaction_id
37143,,P0088,PR016,3.0,21.42,Missing transaction_id
37202,,P0054,PR013,1.0,48.51,Missing transaction_id
37219,,P0166,,1.0,85.33,Missing transaction_id
37485,,P0161,PR013,2.0,73.8,Missing transaction_id
37555,,P0104,PR001,3.0,72.63,Missing transaction_id
37669,,P0043,PR012,1.0,41.1,Missing transaction_id
37881,,P0130,PR012,1.0,12.34,Missing transaction_id
37941,,P0170,PR006,5.0,356.35,Missing transaction_id
38018,,P0045,PR023,3.0,147.6,Missing transaction_id
38155,,P0098,PR007,3.0,66.3,Missing transaction_id
38225,,P0165,PR027,4.0,257.8,Missing transaction_id
38307,,P0008,PR025,5.0,131.05,Missing transaction_id
38407,,P0148,PR004,5.0,69.1,Missing transaction_id
38430,,P0026,PR003,2.0,231.18,Missing transaction_id
38484,,P0106,PR017,4.0,168.56,Missing transaction_id
38489,,P0007,PR018,5.0,140.55,Missing transaction_id
38504,,P0163,PR028,1.0,62.44,Missing transaction_id
38558,,P0012,PR013,1.0,187.65,Missing transaction_id
38720,,P0119,PR011,1.0,20.57,Missing transaction_id
38738,,P0092,,1.0,42.96,Missing transaction_id
38890,,P0172,,,72.5,Missing transaction_id
39101,,P0133,PR029,4.0,159.44,Missing transaction_id
39102,,P0099,PR027,5.0,169.5,Missing transaction_id
39275,,P0151,PR007,1.0,23.7,Missing transaction_id
39373,,P0087,PR003,0.0,0.0,Missing transaction_id
39382,,P0051,PR014,4.0,150.97,Missing transaction_id
39417,,P0176,,-5.0,,Missing transaction_id
39464,,P0047,PR012,5.0,89.95,Missing transaction_id
39556,,P0062,PR013,3.0,212.04,Missing transaction_id
39595,,P0071,PR029,5.0,189.35,Missing transaction_id
39602,,P0078,,5.0,124.95,Missing transaction_id
39682,,P0050,,2.0,17.08,Missing transaction_id
39729,,P0149,PR007,1.0,13.33,Missing transaction_id
39793,,P0008,PR007,2.0,52.42,Missing transaction_id
39803,,P0012,PR015,1.0,187.65,Missing transaction_id
39824,,P0039,PR005,2.0,292.48,Missing transaction_id
39895,,P0128,,5.0,,Missing transaction_id
39923,,P0004,PR008,3.0,574.38,Missing transaction_id
40290,,P0166,PR010,5.0,426.65,Missing transaction_id
40317,,P0040,PR012,2.0,147.9,Missing transaction_id
40358,,P0078,PR025,2.0,49.98,Missing transaction_id
40388,,P0193,PR012,1.0,21.58,Missing transaction_id
40422,,P0046,,4.0,391.6,Missing transaction_id
40441,,P0039,PR030,1.0,146.24,Missing transaction_id
40561,,P0042,PR020,3.0,158.16,Missing transaction_id
40615,,P0108,PR004,4.0,175.0,Missing transaction_id
40621,,P0081,PR030,4.0,177.72,Missing transaction_id
40851,,P0090,PR012,3.0,39.39,Missing transaction_id
40874,,P0116,PR004,4.0,87.16,Missing transaction_id
40934,,P0194,PR016,2.0,272.92,Missing transaction_id
40962,,P0134,,-4.0,-93.04,Missing transaction_id
40996,,P0124,,4.0,89.56,Missing transaction_id
41029,,P0101,PR009,2.0,96.98,Missing transaction_id
41088,,P0009,PR019,2.0,91.54,Missing transaction_id
41252,,P0176,PR005,3.0,483.9,Missing transaction_id
41257,,P0189,PR024,1.0,116.68,Missing transaction_id
41359,,P0137,PR030,2.0,19.02,Missing transaction_id
41487,,P0068,PR010,2.0,137.6,Missing transaction_id
41595,,P0127,PR015,3.0,63.9,Missing transaction_id
41651,,P0118,PR030,2.0,44.18,Missing transaction_id
41939,,P0174,,1.0,153.67,Missing transaction_id
41940,,P0024,PR017,2.0,225.7,Missing transaction_id
41958,,P0104,PR014,4.0,96.84,Missing transaction_id
42127,,P0122,PR011,2.0,60.18,Missing transaction_id
42395,,P0141,PR015,4.0,73.24,Missing transaction_id
42420,,P0182,,5.0,834.75,Missing transaction_id
42464,,P0146,,4.0,23.76,Missing transaction_id
42469,,P0002,,5.0,599.65,Missing transaction_id
42624,,P0012,PR025,5.0,938.25,Missing transaction_id
42716,,P0190,PR008,1.0,23.58,Missing transaction_id
42954,,P0168,PR026,,410.4,Missing transaction_id
42975,,P0016,PR024,1.0,176.35,Missing transaction_id
43087,,P0041,PR017,5.0,182.9,Missing transaction_id
43106,,P0049,PR015,5.0,,Missing transaction_id
43271,,P0134,PR028,-2.0,-46.52,Missing transaction_id
43740,,P0163,PR005,3.0,187.32,Missing transaction_id
43912,,P0040,PR016,5.0,369.75,Missing transaction_id
43928,,P0024,,5.0,564.25,Missing transaction_id
43970,,P0023,PR019,2.0,37.98,Missing transaction_id
44094,,P0160,PR027,4.0,121.44,Missing transaction_id
44143,,P0174,,1.0,153.67,Missing transaction_id
44372,,P0024,PR010,5.0,564.25,Missing transaction_id
44440,,P0105,PR010,3.0,103.5,Missing transaction_id
44445,,P0187,PR008,-2.0,-579.76,Missing transaction_id
44523,,P0038,,3.0,165.78,Missing transaction_id
44533,,P0019,PR003,2.0,257.74,Missing transaction_id
44539,,P0012,,2.0,375.3,Missing transaction_id
44642,,P0020,,3.0,96.84,Missing transaction_id
44726,,P0146,,3.0,17.82,Missing transaction_id
44931,,P0171,PR011,3.0,75.9,Missing transaction_id
44977,,P0190,,4.0,94.32,Missing transaction_id
45063,,P0025,PR020,-5.0,-656.8,Missing transaction_id
45081,,P0007,PR026,2.0,56.22,Missing transaction_id
45255,,P0153,PR023,2.0,49.54,Missing transaction_id
45300,,P0155,PR022,1.0,96.87,Missing transaction_id
45453,,P0052,,4.0,395.76,Missing transaction_id
45572,,P0124,PR027,5.0,111.95,Missing transaction_id
45724,,P0129,PR022,5.0,150.25,Missing transaction_id
45882,,P0031,PR030,1.0,73.52,Missing transaction_id
46126,,P0151,,4.0,94.8,Missing transaction_id
46196,,P0121,PR021,5.0,96.8,Missing transaction_id
46338,,P0115,PR021,3.0,97.59,Missing transaction_id
46354,,P0004,,2.0,382.92,Missing transaction_id
46533,,P0065,PR004,2.0,153.92,Missing transaction_id
46911,,P0160,,4.0,121.44,Missing transaction_id
47061,,P0087,,-1.0,-15.71,Missing transaction_id
47197,,P0142,,1.0,20.7,Missing transaction_id
47320,,P0080,PR030,2.0,95.2,Missing transaction_id
47512,,P0182,,5.0,834.75,Missing transaction_id
47519,,P0130,PR023,2.0,24.68,Missing transaction_id
47556,,P0160,PR011,5.0,151.8,Missing transaction_id
47633,,P0161,PR027,3.0,110.7,Missing transaction_id
47645,,P0033,,,101.85,Missing transaction_id
47675,,P0131,PR008,3.0,119.12,Missing transaction_id
47692,,P0017,PR018,1.0,,Missing transaction_id
