customer_id,recency_days,frequency_total,first_purchase_date,frequency_30d,frequency_60d,frequency_90d,frequency_180d,frequency_365d,monetary_total,avg_order_value,max_order_value,min_order_value,std_order_value,monetary_30d,avg_order_value_30d,monetary_60d,avg_order_value_60d,monetary_90d,avg_order_value_90d,monetary_180d,avg_order_value_180d,monetary_365d,avg_order_value_365d,unique_categories,unique_products,total_items_purchased,top_category,pct_spend_apparel,pct_spend_automotive,pct_spend_beauty,pct_spend_books,pct_spend_electronics,pct_spend_grocery,pct_spend_home_&_garden,pct_spend_jewelry,pct_spend_sports,pct_spend_toys,pct_spend_unknown,unique_stores,unique_regions,primary_store_id,primary_region,loyalty_status,total_loyalty_points,segment_id,tenure_days,avg_days_between_purchases,std_days_between_purchases,avg_purchase_hour,preferred_time_of_day,preferred_day,weekend_transaction_pct,future_spend_30d,future_transactions_30d,will_purchase_30d
C00026,185,7,2023-07-11 09:38:00,0.0,0.0,0.0,0.0,2.0,1944.28,277.7542857142857,467.19,99.17,134.96559979702764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.32,216.16,10,29,102.0,Books,0.11101407218197511,0.06271693244764653,0.05308759617662777,0.053751688333249746,0.15829086198816048,0.020550539315466257,0.07554394162906648,0.3615480264875924,0.08396269323957643,0.019533648200638843,0.0,7,5,S003,South,Bronze,101.0,HC,1460.0,58.5,84.86400886123634,12.428571428571429,morning,Thursday,0.42857142857142855,0.0,0.0,0
C00028,55,2,2024-10-08 09:42:00,0.0,1.0,2.0,2.0,2.0,726.71,363.355,486.79,239.92,174.56345107152302,0.0,0.0,486.79,486.79,726.71,363.355,726.71,363.355,726.71,363.355,6,10,33.0,Apparel,0.37853477119945195,0.0,0.0,0.0975269599897237,0.08634536924328523,0.0,0.1490674871393356,0.10212070979857232,0.0,0.18640470262963124,0.0,2,2,S007,South,Silver,663.0,HS,2463.0,29.0,0.0,12.5,morning,Tuesday,0.0,0.0,0.0,0
C00029,397,1,2023-11-30 09:19:00,0.0,0.0,0.0,0.0,0.0,330.6,330.6,330.6,330.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2.0,Beauty,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,S015,South,Bronze,87.0,NR,2095.0,0.0,0.0,9.0,morning,Thursday,0.0,0.0,0.0,0
C00031,368,2,2023-12-09 20:47:00,0.0,0.0,0.0,0.0,0.0,487.01000000000005,243.50500000000002,471.29,15.72,322.1366363051555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,25.0,Electronics,0.0,0.0,0.0,0.0,0.36606509869280235,0.031007077026405143,0.15333142622604196,0.20061939528115325,0.24897700277359736,0.0,0.0,2,2,S010,South,Silver,1395.0,LP,1147.0,19.0,0.0,19.5,evening,Friday,0.5,0.0,0.0,0
C00034,5,11,2023-02-03 12:05:00,1.0,2.0,3.0,4.0,7.0,2690.4700000000003,244.58818181818185,404.13,63.29,105.81041563269486,236.56,236.56,570.56,285.28,844.89,281.63,999.38,249.845,1713.0900000000001,244.72714285714287,11,38,122.0,Toys,0.013348237845528127,0.04045697419155917,0.04572628894968227,0.023135097932114414,0.174701515202256,0.012629957376636485,0.0203266443945831,0.35327158276912135,0.07371497660969309,0.12990598840358125,0.11278273632524478,9,4,S001,Northeast,Bronze,17.0,HS,1425.0,68.7,60.22928412879126,15.545454545454545,afternoon,Monday,0.18181818181818182,0.0,0.0,0
C00035,66,8,2023-01-04 09:33:00,0.0,0.0,1.0,1.0,3.0,1487.05,185.88125,373.33,18.56,117.95761907657463,0.0,0.0,0.0,0.0,273.39,273.39,273.39,273.39,876.29,292.09666666666664,8,24,72.0,Beauty,0.07354986085092785,0.004066799177492725,0.7290426759818093,0.0,0.10148131349609422,0.010096486430345105,0.019143558265061037,0.02895164625326592,0.033667659545003815,0.0,0.0,6,4,S012,Northeast,Bronze,222.0,NR,1552.0,93.85714285714286,117.12589888865823,15.25,morning,Saturday,0.625,0.0,0.0,0
C00036,213,3,2023-09-11 11:37:00,0.0,0.0,0.0,0.0,2.0,670.5,223.5,357.84,64.07,148.483447899084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.43,303.215,8,13,47.0,Automotive,0.1790622921746841,0.11190238675829453,0.028920047291805213,0.11519988177048694,0.37907337619153175,0.04475171802261139,0.12160090150003694,0.0,0.0,0.01948939629054903,0.0,3,2,S003,Midwest,Bronze,182.0,HS,1936.0,131.5,67.17514421272202,13.333333333333334,morning,Monday,0.3333333333333333,328.43,1.0,1
C00037,73,1,2024-10-19 13:29:00,0.0,0.0,1.0,1.0,1.0,164.97,164.97,164.97,164.97,0.0,0.0,0.0,0.0,0.0,164.97,164.97,164.97,164.97,164.97,164.97,0,0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,S003,Midwest,Platinum,8057.0,LP,1602.0,0.0,0.0,13.0,afternoon,Saturday,1.0,0.0,0.0,0
C00039,79,3,2023-06-09 10:25:00,0.0,0.0,1.0,1.0,1.0,972.19,324.06333333333333,367.37,241.19,71.79476954022023,0.0,0.0,0.0,0.0,363.63,363.63,363.63,363.63,363.63,363.63,6,12,40.0,Beauty,0.3840920664018739,0.0,0.12782157042468684,0.0,0.20999287096445668,0.009304409817700377,0.08471738466238923,0.0,0.0,0.18407169772889298,0.0,3,3,S008,Northeast,Silver,1669.0,LP,2525.0,245.5,231.22391744800103,11.666666666666666,morning,Wednesday,0.3333333333333333,0.0,0.0,0
C00040,203,2,2023-08-16 17:03:00,0.0,0.0,0.0,0.0,1.0,597.49,298.745,442.61,154.88,203.45583415080534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.88,154.88,3,5,12.0,Electronics,0.0,0.0,0.0,0.0,0.7439194409917022,0.011195283367487485,0.0,0.0,0.0,0.2448852756408103,0.0,1,1,S011,West,Bronze,406.0,NR,2562.0,299.0,0.0,12.5,morning,Tuesday,0.0,0.0,0.0,0
C00042,89,3,2024-04-13 17:48:00,0.0,0.0,1.0,2.0,3.0,766.33,255.44333333333336,379.86,103.65,140.12530975285418,0.0,0.0,0.0,0.0,103.65,103.65,483.51,241.755,766.33,255.44333333333336,9,18,51.0,Beauty,0.0,0.04966397990160159,0.12126452423322517,0.023891971108552287,0.13576468125196273,0.009312257929446247,0.20853763215743745,0.20875955197320215,0.17095362713283788,0.07185177431173453,0.0,3,3,S003,Midwest,Bronze,165.0,AR,1467.0,86.0,22.627416997969522,15.333333333333334,morning,Thursday,0.3333333333333333,0.0,0.0,0
C00043,678,1,2023-02-22 08:28:00,0.0,0.0,0.0,0.0,0.0,53.93,53.93,53.93,53.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,17.0,Jewelry,0.0,0.0897763068702899,0.0,0.0579767933330675,0.35400135571593766,0.0,0.14638741576617886,0.35185812831452606,0.0,0.0,0.0,1,1,S015,South,Bronze,353.0,HC,2252.0,0.0,0.0,8.0,morning,Wednesday,0.0,0.0,0.0,0
C00044,187,6,2023-06-13 17:06:00,0.0,0.0,0.0,0.0,1.0,1929.15,321.52500000000003,432.18,96.0,124.97986361810449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,428.0,11,22,76.0,Electronics,0.07984021432330288,0.05420274601731808,0.012739798115103094,0.02530258814524231,0.20568339472802946,0.030885518825049033,0.12537674018083528,0.21931540927139645,0.0756063722910587,0.015356647371190737,0.15569057073147394,5,4,S011,West,Bronze,88.0,HC,2296.0,75.6,73.91075699788225,13.833333333333334,afternoon,Monday,0.0,0.0,0.0,0
C00046,35,6,2023-02-01 17:20:00,0.0,1.0,1.0,1.0,3.0,1269.98,211.66333333333333,474.31,18.88,192.1558136166238,0.0,0.0,45.09,45.09,45.09,45.09,45.09,45.09,589.4,196.46666666666667,9,22,56.0,Grocery,0.10148386561764675,0.0102457387885133,0.4891107172103533,0.0,0.09435391637556018,0.011877489953803042,0.010650869173119382,0.23865116632632258,0.035658384384944695,0.007967852169736674,0.0,6,3,S001,West,Silver,1474.0,NR,1210.0,132.4,73.82953338603733,15.666666666666666,afternoon,Wednesday,0.16666666666666666,0.0,0.0,0
C00048,662,1,2023-03-10 13:51:00,0.0,0.0,0.0,0.0,0.0,59.63,59.63,59.63,59.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,23.0,Grocery,0.06521390992829139,0.0,0.0,0.040806884975592976,0.5229864945818183,0.04701688622115196,0.0,0.2633942075575774,0.0,0.06058161673556783,0.0,1,1,S013,South,Silver,997.0,NR,0.0,0.0,0.0,13.0,afternoon,Friday,0.0,0.0,0.0,0
C00049,162,5,2023-03-30 20:25:00,0.0,0.0,0.0,1.0,2.0,1012.65,202.53,337.66,24.7,127.36717669792324,0.0,0.0,0.0,0.0,0.0,0.0,259.08,259.08,283.78,141.89,10,20,58.0,Electronics,0.021495268110355147,0.05813303395508424,0.020153927310600422,0.048998390391040286,0.4652085503149332,0.0021844693024576966,0.059965823989034814,0.1750370841279932,0.08377180524182458,0.06505164725667627,0.0,4,4,S015,South,Bronze,269.0,NR,2546.0,119.25,79.10910187835532,14.6,morning,Monday,0.2,0.0,0.0,0
C00051,7,16,2023-01-09 20:37:00,2.0,3.0,4.0,4.0,7.0,3740.36,233.7725,451.45,22.5,122.39371429938711,688.1500000000001,344.07500000000005,1088.33,362.77666666666664,1237.04,309.26,1237.04,309.26,1967.46,281.0657142857143,11,41,153.0,Apparel,0.15448379207218166,0.13310396390916462,0.059868112581103,0.03424938539132198,0.10397578948702352,0.0122319799270073,0.023411363290754255,0.43419014218369834,0.018856447688564475,0.017325470143957827,0.008303553325223034,9,5,S004,Southwest,Silver,626.0,HS,2151.0,47.2,45.758995992981696,13.125,afternoon,Wednesday,0.1875,185.92,1.0,1
C00052,88,2,2023-03-23 21:30:00,0.0,0.0,1.0,1.0,1.0,410.16999999999996,205.08499999999998,348.26,61.91,202.4800267927679,0.0,0.0,0.0,0.0,61.91,61.91,61.91,61.91,61.91,61.91,4,5,18.0,Automotive,0.0,0.622495032424023,0.12305725420125999,0.0,0.0,0.0,0.10528180403875478,0.0,0.0,0.14916590933596216,0.0,2,1,S002,West,Bronze,297.0,AR,1699.0,560.0,0.0,19.5,evening,Thursday,0.0,0.0,0.0,0
C00053,149,16,2023-01-05 14:28:00,0.0,0.0,0.0,1.0,6.0,3282.34,205.14625,431.43,24.27,96.19175618696924,0.0,0.0,0.0,0.0,0.0,0.0,141.89,141.89,1503.35,250.5583333333333,10,64,248.0,Apparel,0.21188601486917252,0.09484571746118786,0.017124512298870246,0.019984629095662107,0.067363938975179,0.019395186195872917,0.09102445912020281,0.3292691828088764,0.11152492742369291,0.03758143175128332,0.0,10,4,S011,West,Gold,3695.0,NR,2570.0,37.93333333333333,33.00101008555142,14.375,morning,Thursday,0.25,252.48,1.0,1
C00054,73,5,2023-01-18 20:22:00,0.0,0.0,1.0,2.0,3.0,870.0300000000001,174.00600000000003,397.24,16.13,160.94276290035538,0.0,0.0,0.0,0.0,397.24,397.24,413.37,206.685,679.1,226.36666666666667,7,15,41.0,Electronics,0.07723712172803088,0.0,0.0,0.06747040726583327,0.24744624713825686,0.030408908448173788,0.1354335990034803,0.35330593360413665,0.0,0.08869778281208827,0.0,4,3,S006,Northeast,Bronze,332.0,LP,1510.0,159.5,88.3081725172327,15.0,afternoon,Wednesday,0.2,0.0,0.0,0
C00055,103,4,2023-09-06 21:58:00,0.0,0.0,0.0,1.0,3.0,1201.43,300.3575,442.13,105.19,153.95353398022408,0.0,0.0,0.0,0.0,0.0,0.0,105.19,105.19,950.1700000000001,316.72333333333336,6,13,43.0,Automotive,0.0,0.16319672076868574,0.0,0.0,0.481415261139917,0.0242399560296932,0.06424697538589905,0.15453178907496806,0.11236929760083703,0.0,0.0,4,3,S001,Southwest,Bronze,166.0,LP,1461.0,125.33333333333333,45.390894828515265,17.75,afternoon,Wednesday,0.25,0.0,0.0,0
C00056,16,17,2023-01-27 17:40:00,1.0,2.0,4.0,7.0,12.0,3572.5299999999997,210.14882352941174,436.05,35.52,113.89892525186272,45.56,45.56,210.79,105.395,824.56,206.14,1479.67,211.3814285714286,2701.92,225.16,11,48,161.0,Jewelry,0.08480936848985585,0.1279256406706314,0.017476567505868186,0.017134457921326066,0.10233906360179411,0.005857721051089437,0.02266697362616841,0.4629644238230625,0.04712982133025086,0.024373496730237337,0.08732246524971585,11,4,S004,Southwest,Silver,1562.0,HS,1211.0,42.5625,51.099861382721315,15.470588235294118,evening,Monday,0.29411764705882354,212.29,1.0,1
C00060,330,2,2023-12-03 12:51:00,0.0,0.0,0.0,0.0,1.0,279.34000000000003,139.67000000000002,201.74,77.6,87.78023581649803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.6,77.6,6,9,21.0,Apparel,0.23559003415499485,0.06825703619370384,0.0,0.0,0.0,0.019391564510577455,0.0,0.483041647912309,0.11806507982737166,0.07565463740104318,0.0,1,1,S002,West,Bronze,285.0,AR,1644.0,64.0,0.0,13.5,afternoon,Monday,0.5,0.0,0.0,0
C00061,359,1,2024-01-07 08:46:00,0.0,0.0,0.0,0.0,1.0,436.47,436.47,436.47,436.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.47,436.47,3,3,8.0,Apparel,0.4468757731533662,0.22341039667922039,0.0,0.0,0.0,0.0,0.0,0.0,0.3297138301674135,0.0,0.0,1,1,S004,Southwest,Bronze,494.0,HS,2463.0,0.0,0.0,8.0,morning,Sunday,1.0,0.0,0.0,0
C00062,318,1,2024-02-17 20:52:00,0.0,0.0,0.0,0.0,1.0,32.47,32.47,32.47,32.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.47,32.47,5,5,14.0,Apparel,0.42913020772272376,0.1396612915258934,0.0,0.030407025696228166,0.32261502552570154,0.0,0.0,0.0,0.07818644952945314,0.0,0.0,1,1,S006,Northeast,Bronze,292.0,HS,1738.0,0.0,0.0,20.0,evening,Saturday,1.0,214.75,1.0,1
C00063,166,7,2023-03-01 15:12:00,0.0,0.0,0.0,1.0,4.0,1577.42,225.3457142857143,464.93,76.59,160.07669785211743,0.0,0.0,0.0,0.0,0.0,0.0,412.21,412.21,788.65,197.1625,10,27,90.0,Apparel,0.28450318303035155,0.03370659276973601,0.04854371087825881,0.009894372686557554,0.11747347104630326,0.036433318456246935,0.04735354396623124,0.1693789593589086,0.17482796981061693,0.07788487799678921,0.0,4,3,S015,South,Gold,3189.0,NR,2536.0,83.83333333333333,69.84387350846649,14.285714285714286,afternoon,Friday,0.14285714285714285,0.0,0.0,0
C00064,21,3,2023-03-19 09:55:00,1.0,2.0,2.0,2.0,2.0,899.4499999999999,299.81666666666666,408.65,176.66,116.65636902172693,314.14,314.14,722.79,361.395,722.79,361.395,722.79,361.395,722.79,361.395,8,17,56.0,Apparel,0.12134154117972756,0.17064149980869786,0.12167126517585795,0.04270236810262503,0.0,0.021991968421150854,0.16603780627782044,0.325257169163963,0.0,0.030356381870157177,0.0,3,2,S005,South,Silver,1163.0,NR,2406.0,315.5,420.72853480599576,11.666666666666666,morning,Tuesday,0.3333333333333333,0.0,0.0,0
C00065,388,2,2023-02-16 19:01:00,0.0,0.0,0.0,0.0,0.0,687.09,343.545,470.48,216.61,179.51319853982884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,20.0,Grocery,0.0,0.0,0.058614763063324485,0.0,0.19816521952634986,0.08762081203544562,0.0,0.43327157875940275,0.030814044329367647,0.19151358228610968,0.0,2,2,S010,Southwest,Platinum,11782.0,HC,2291.0,295.0,0.0,14.5,morning,Thursday,0.5,0.0,0.0,0
C00066,164,4,2023-07-31 09:57:00,0.0,0.0,0.0,1.0,2.0,897.89,224.4725,322.56,76.45,108.23630055731456,0.0,0.0,0.0,0.0,0.0,0.0,283.84,283.84,606.4,303.2,9,15,46.0,Beauty,0.24842175463583085,0.030567377089020385,0.06482533331072642,0.04506406234987595,0.14566766702272563,0.0,0.11776790609086851,0.32197900947794983,0.0051826356273701945,0.020524254395632345,0.0,4,3,S005,West,Silver,883.0,NR,2514.0,117.66666666666667,118.53410198475936,15.0,morning,Monday,0.25,0.0,0.0,0
